55276.42 3.93726409215e-16 1.81317704793e-17 SDSS_u 
55278.5 3.93726409215e-16 7.2527081917e-18 SDSS_u 
55281.07 3.76005801721e-16 4.50208365857e-17 SDSS_u 
55282.52 3.4292136683e-16 9.47526714532e-18 SDSS_u 
55286.58 2.90532382873e-16 1.87313141909e-17 SDSS_u 
55286.7 2.87868765977e-16 5.56787534105e-17 SDSS_u 
55287.99 2.74912537255e-16 1.77242655687e-17 SDSS_u 
55288.85 2.60132458876e-16 4.79181678257e-18 SDSS_u 
55291.45 2.22430606526e-16 8.19464605003e-18 SDSS_u 
55293.48 1.97330649841e-16 4.54370594363e-17 SDSS_u 
55294.59 1.67183936195e-16 4.46548059519e-17 SDSS_u 
55296.46 1.51075675957e-16 5.56583336519e-18 SDSS_u 
55297.84 1.41642813948e-16 2.60915695004e-18 SDSS_u 
55301.8 8.61379528416e-17 3.1734393303e-18 SDSS_u 
55303.04 7.50230206384e-17 2.14206133651e-17 SDSS_u 
55310.13 4.39738556133e-17 9.31532571011e-18 SDSS_u 
55310.84 4.23832783207e-17 5.46510165108e-18 SDSS_u 
55318.39 1.70292117629e-17 4.70534490806e-18 SDSS_u 
55318.84 1.65651184655e-17 4.72968156943e-18 SDSS_u 
55319.09 1.59659419568e-17 5.8820701537e-18 SDSS_u 
55319.54 1.55308257135e-17 4.14828137375e-18 SDSS_u 
55321.88 1.31581413087e-17 1.93905528354e-18 SDSS_u 
55272.96 1.70763036131e-16 1.41550705998e-17 SDSS_g 
55276.42 2.05302325087e-16 5.67271265053e-18 SDSS_g 
55278.5 2.07201964113e-16 3.81680107629e-18 SDSS_g 
55279.31 2.09119180281e-16 3.85211750183e-18 SDSS_g 
55280.14 2.1497792558e-16 3.96003957417e-18 SDSS_g 
55282.52 2.09119180281e-16 3.85211750183e-18 SDSS_g 
55286.58 1.99707266764e-16 7.35748730945e-18 SDSS_g 
55287.99 1.94264689312e-16 2.32601699013e-17 SDSS_g 
55288.85 1.92483659935e-16 7.0913598098e-18 SDSS_g 
55291.45 1.83820468169e-16 1.69304901079e-18 SDSS_g 
55293.48 1.7234308705e-16 3.17467685676e-18 SDSS_g 
55295.53 1.61582330575e-16 8.9293692155e-18 SDSS_g 
55296.46 1.60100934863e-16 2.94916808882e-18 SDSS_g 
55297.84 1.55737739913e-16 1.43439753543e-18 SDSS_g 
55298.48 1.46013787987e-16 1.34483663204e-18 SDSS_g 
55301.8 1.27172692968e-16 3.51391122285e-18 SDSS_g 
55308.38 8.71753837557e-17 1.60582984804e-18 SDSS_g 
55310.4 7.95048949102e-17 2.4164814755e-17 SDSS_g 
55310.84 7.87759896524e-17 3.62776824268e-18 SDSS_g 
55313.42 6.08686777761e-17 3.92434852368e-18 SDSS_g 
55313.44 6.08686777761e-17 4.48496974135e-18 SDSS_g 
55318.39 4.40954590232e-17 1.21840251018e-18 SDSS_g 
55320.43 3.77045592001e-17 1.38908723913e-18 SDSS_g 
55322.03 3.40717050781e-17 8.47292368003e-18 SDSS_g 
55322.88 3.16514687579e-17 8.74562366278e-19 SDSS_g 
55323.48 2.99497959505e-17 8.27543410904e-19 SDSS_g 
55324.38 2.91335808635e-17 1.07332074068e-18 SDSS_g 
55325.11 2.68159920295e-17 1.97587523223e-18 SDSS_g 
55328.95 2.1497792558e-17 7.92007914835e-19 SDSS_g 
55331.5 1.73937758001e-17 1.44182330102e-18 SDSS_g 
55331.88 1.7234308705e-17 1.11113689987e-18 SDSS_g 
55335.02 1.21448978929e-17 8.94869110869e-19 SDSS_g 
55336.4 1.19232285245e-17 6.5890193165e-19 SDSS_g 
55342.39 8.47996125301e-18 2.34309978981e-18 SDSS_g 
55347.42 4.87970837205e-18 5.39325278489e-19 SDSS_g 
55355.43 1.87237945825e-18 4.82867039745e-19 SDSS_g 
55360.97 1.34398328622e-18 3.71356290613e-19 SDSS_g 
55361.42 1.29537009853e-18 5.8460915263e-19 SDSS_g 
55268.99 9.89148908677e-17 2.73311932786e-18 SDSS_r 
55276.42 1.09461570824e-16 5.0408914211e-18 SDSS_r 
55276.61 1.10474406268e-16 2.03501368606e-18 SDSS_r 
55277.77 1.1356949017e-16 5.23006809045e-18 SDSS_r 
55278.5 1.15680904633e-16 2.13092092635e-18 SDSS_r 
55279.31 1.15680904633e-16 2.13092092635e-18 SDSS_r 
55280.14 1.15680904633e-16 2.13092092635e-18 SDSS_r 
55282.52 1.1356949017e-16 3.13804085427e-18 SDSS_r 
55286.58 1.10474406268e-16 5.08753421515e-18 SDSS_r 
55287.99 1.07463671996e-16 9.89776956731e-18 SDSS_r 
55291.45 1.03576606055e-16 1.90795151562e-18 SDSS_r 
55293.48 9.98301390842e-17 3.67787809285e-18 SDSS_r 
55296.46 9.44629874258e-17 6.96028985286e-18 SDSS_r 
55297.84 9.53370426869e-17 8.78086577741e-19 SDSS_r 
55298.48 9.27388435968e-17 8.54156280733e-19 SDSS_r 
55301.8 8.77529401134e-17 1.61646882889e-18 SDSS_r 
55308.38 7.03496070867e-17 1.9438314004e-18 SDSS_r 
55308.58 6.97046380121e-17 3.21001707834e-18 SDSS_r 
55310.4 6.78049931107e-17 1.74861971269e-17 SDSS_r 
55310.84 6.65674125129e-17 2.45243400866e-18 SDSS_r 
55313.44 6.12719463402e-17 2.82167729127e-18 SDSS_r 
55318.39 4.82238273935e-17 8.8831569279e-19 SDSS_r 
55320.43 4.31779159081e-17 1.59073314402e-18 SDSS_r 
55322.03 4.04819734936e-17 2.98282191798e-18 SDSS_r 
55322.88 3.90177009867e-17 1.43746516843e-18 SDSS_r 
55323.48 3.83055476851e-17 1.0584213542e-18 SDSS_r 
55324.38 3.72616151659e-17 1.02957643388e-18 SDSS_r 
55325.11 3.55845662267e-17 1.6387297685e-18 SDSS_r 
55328.95 3.04271780729e-17 5.60489310583e-19 SDSS_r 
55331.5 2.6258001946e-17 3.385831759e-18 SDSS_r 
