56534 2.11480615968e-18 2.13682667185e-19 DES_g
56538 2.05269951262e-18 2.0355953383e-19 DES_g
56543 2.54216349465e-18 2.06254855039e-19 DES_g
56547 2.51270025094e-18 2.55334273567e-19 DES_g
56550 2.39512787842e-18 8.94957732617e-19 DES_g
56563 3.08606432696e-18 1.93183163905e-19 DES_g
56567 3.34795982661e-18 2.7790617201e-19 DES_g
56575 2.54983329143e-18 2.10644997389e-19 DES_g
56579 2.21965789365e-18 4.39199944603e-19 DES_g
56594 1.19078271645e-18 2.84331720513e-19 DES_g
56602 6.33412972728e-19 1.9972585148e-19 DES_g
56609 -6.84950265695e-19 4.98450209858e-19 DES_g
56616 6.90562312116e-19 3.59088737414e-19 DES_g
56627 3.47198605252e-19 2.08412024417e-19 DES_g
56635 4.33904722458e-19 3.86150211323e-19 DES_g
56645 5.54002515869e-19 4.10372780326e-19 DES_g
56649 4.86377356495e-19 2.6974180434e-19 DES_g
56653 2.71248910353e-21 -1.05006726865e-21 DES_g
56660 4.56072305821e-19 2.28431393337e-19 DES_g
56667 5.29590113938e-19 6.02247123922e-19 DES_g
56675 -1.12708598957e-19 4.34200164795e-19 DES_g
56682 5.46052116773e-19 2.93023099743e-19 DES_g
56687 6.28736267377e-19 3.50210046551e-19 DES_g
56694 -4.67951137413e-19 4.55108621972e-19 DES_g
56534 1.81819910655e-18 1.39317970444e-19 DES_r
56538 2.18420543838e-18 1.35115066048e-19 DES_r
56543 2.48488840095e-18 1.56322704345e-19 DES_r
56547 2.45572587089e-18 1.78708453849e-19 DES_r
56550 2.75394808137e-18 4.25482342643e-19 DES_r
56559 3.8816531712e-18 3.63858585475e-19 DES_r
56563 3.88746473464e-18 1.40886408654e-19 DES_r
56567 3.81358981557e-18 1.76223649963e-19 DES_r
56575 3.46950337468e-18 1.4418908613e-19 DES_r
56579 3.29568003571e-18 2.21530627521e-19 DES_r
56590 1.88059051587e-18 3.24395977781e-19 DES_r
56594 1.86121863773e-18 1.9640293849e-19 DES_r
56602 1.78907148077e-18 1.38279733614e-19 DES_r
56606 1.38414687124e-18 4.34197441802e-19 DES_r
56609 1.07231198963e-18 2.50762302234e-19 DES_r
56616 2.06504220961e-18 2.42526168165e-19 DES_r
56627 1.39435637458e-18 1.36671122721e-19 DES_r
56635 1.40220983869e-18 1.86510256234e-19 DES_r
56645 1.42985403236e-18 2.14123623404e-19 DES_r
56649 1.04597670665e-18 1.68675251374e-19 DES_r
56653 1.34309943216e-18 1.87747713221e-19 DES_r
56660 1.07985131518e-18 1.36836363853e-19 DES_r
56667 1.2132554922e-18 3.55599128447e-19 DES_r
56675 7.80320194008e-19 2.19122791393e-19 DES_r
56682 1.06095064489e-18 1.97944361725e-19 DES_r
56687 5.73355236485e-19 1.87691100308e-19 DES_r
56694 1.07016537611e-18 2.59573261304e-19 DES_r
56534 1.22549200538e-18 1.23624243549e-19 DES_i
56538 1.57565797882e-18 1.28520232299e-19 DES_i
56543 1.60335974518e-18 1.39814063928e-19 DES_i
56547 1.73159154169e-18 1.47172846284e-19 DES_i
56550 2.02937663986e-18 2.66344791089e-19 DES_i
56559 2.20408623949e-18 2.3830498648e-19 DES_i
56563 2.40589307399e-18 1.29373390606e-19 DES_i
56567 2.6723136562e-18 1.48322199577e-19 DES_i
56575 2.57036119902e-18 1.32511924605e-19 DES_i
56579 2.43338147629e-18 1.71840332379e-19 DES_i
56590 2.11145067933e-18 1.92112084893e-19 DES_i
56594 1.68884760952e-18 1.86269201272e-19 DES_i
56602 1.67245413803e-18 1.31333522358e-19 DES_i
56606 1.90751020429e-18 3.54984790408e-19 DES_i
56609 1.84947518158e-18 1.8680626416e-19 DES_i
56616 1.31286458553e-18 2.07318463297e-19 DES_i
