  54061.607  -7.6543e-20  6.4218e-20  SNLS_g  
  54066.559  8.5027e-20   5.6889e-20  SNLS_g  
  54086.579  -1.447e-20   4.7988e-20  SNLS_g  
  54089.543  3.112e-20    3.5085e-20  SNLS_g  
  54092.656  -6.8536e-20  8.6436e-20  SNLS_g  
  54095.529  -2.4563e-20  3.7192e-20  SNLS_g  
  54113.476  -1.1607e-19  5.7498e-20  SNLS_g  
  54117.494  -6.3547e-21  3.501e-20   SNLS_g  
  54121.447  -2.3748e-20  3.4925e-20  SNLS_g  
  54123.475  -1.7131e-19  1.3285e-19  SNLS_g  
  54124.433  4.5675e-21   4.196e-20   SNLS_g  
  54140.424  1.8975e-19   5.8191e-20  SNLS_g  
  54144.422  3.8547e-19   4.0147e-20  SNLS_g  
  54151.442  5.4289e-19   9.8042e-20  SNLS_g  
  54153.47   6.6722e-19   4.2013e-20  SNLS_g  
  54176.361  5.917e-19    6.2571e-20  SNLS_g  
  54179.306  6.0028e-19   4.1879e-20  SNLS_g  
  54183.296  6.5032e-19   5.8241e-20  SNLS_g  
  54197.346  5.5501e-19   5.0746e-20  SNLS_g  
  54201.412  2.0386e-19   1.4095e-19  SNLS_g  
  54202.25   5.195e-19    4.5924e-20  SNLS_g  
  54205.342  3.8236e-19   5.2116e-20  SNLS_g  
  54209.323  4.6507e-19   4.7335e-20  SNLS_g  
  54214.26   3.2334e-19   1.042e-19   SNLS_g  
  54229.322  2.3119e-19   5.4061e-20  SNLS_g  
  54234.305  2.286e-19    4.2695e-20  SNLS_g  
  54237.292  1.7451e-19   4.106e-20   SNLS_g  
  54061.584  -2.0573e-20  3.786e-20   SNLS_r  
  54066.578  -4.6678e-20  3.823e-20   SNLS_r  
  54082.564  -5.1259e-20  5.5162e-20  SNLS_r  
  54085.612  4.3757e-20   4.2451e-20  SNLS_r  
  54089.61   -8.9695e-21  3.2334e-20  SNLS_r  
  54092.55   -1.0437e-19  1.3861e-19  SNLS_r  
  54093.474  -4.7392e-20  5.0121e-20  SNLS_r  
  54095.509  -1.2463e-21  3.1749e-20  SNLS_r  
  54113.451  1.9522e-20   5.6965e-20  SNLS_r  
  54117.474  -2.0672e-20  2.9818e-20  SNLS_r  
  54120.541  -1.1668e-19  1.3033e-19  SNLS_r  
  54121.514  -3.6339e-20  2.9516e-20  SNLS_r  
  54123.472  -3.9741e-20  3.7016e-20  SNLS_r  
  54140.405  2.6752e-19   4.2826e-20  SNLS_r  
  54144.403  3.6903e-19   3.3853e-20  SNLS_r  
  54151.408  6.1043e-19   4.7598e-20  SNLS_r  
  54153.451  6.4137e-19   3.2264e-20  SNLS_r  
  54172.292  1.0434e-18   9.9424e-20  SNLS_r  
  54176.314  9.3176e-19   6.9997e-20  SNLS_r  
  54179.287  1.0557e-18   4.2842e-20  SNLS_r  
  54183.277  1.0233e-18   4.7086e-20  SNLS_r  
  54186.288  1.1036e-18   8.5131e-20  SNLS_r  
  54197.366  1.1327e-18   5.4677e-20  SNLS_r  
  54201.398  9.3327e-19   4.8722e-20  SNLS_r  
  54205.322  9.6468e-19   3.7443e-20  SNLS_r  
  54209.304  9.1366e-19   4.0585e-20  SNLS_r  
  54213.337  8.8671e-19   5.1937e-20  SNLS_r  
  54229.3    5.7569e-19   4.3167e-20  SNLS_r  
  54234.286  5.2616e-19   4.2591e-20  SNLS_r  
  54237.311  5.0743e-19   3.6758e-20  SNLS_r
  54060.604  -4.1377e-21  2.7614e-20  SNLS_i
  54066.537  -4.345e-20   4.246e-20   SNLS_i
  54082.529  -1.809e-20   3.506e-20   SNLS_i
  54086.56   -2.1605e-20  4.0032e-20  SNLS_i
  54089.51   -2.6933e-21  1.9365e-20  SNLS_i
  54092.529  2.6011e-20   4.2422e-20  SNLS_i
  54095.475  3.1764e-20   2.6567e-20  SNLS_i
  54113.42   3.9787e-22   4.5351e-20  SNLS_i
  54117.45   -1.1882e-20  2.5535e-20  SNLS_i
  54120.491  -6.6254e-21  2.3204e-20  SNLS_i
  54123.439  -9.9639e-20  4.7601e-20  SNLS_i
  54126.428  -7.369e-21   4.8918e-20  SNLS_i
  54140.37   8.6744e-20   3.6458e-20  SNLS_i
  54144.379  2.4348e-19   3.565e-20   SNLS_i
  54151.491  3.5655e-19   4.3036e-20  SNLS_i
  54153.419  4.4778e-19   2.5305e-20  SNLS_i
  54172.264  8.4789e-19   3.54e-20    SNLS_i
  54176.29   8.7995e-19   6.2221e-20  SNLS_i
  54179.254  8.174e-19    4.0825e-20  SNLS_i
  54182.342  8.2278e-19   6.1414e-20  SNLS_i
  54183.258  9.5089e-19   5.4317e-20  SNLS_i
  54186.253  9.239e-19    5.9068e-20  SNLS_i
  54197.315  9.8817e-19   3.0e-20     SNLS_i
  54201.374  1.0042e-18   4.7866e-20  SNLS_i
  54205.288  1.0228e-18   2.6858e-20  SNLS_i
  54209.281  1.079e-18    4.2574e-20  SNLS_i
  54213.302  9.8104e-19   3.1273e-20  SNLS_i
  54229.263  8.1695e-19   3.2164e-20  SNLS_i
  54233.288  1.0268e-18   1.6672e-19  SNLS_i
  54234.258  7.9164e-19   5.7544e-20  SNLS_i
  54237.26   7.6278e-19   2.6311e-20  SNLS_i  
  54082.596  -5.1383e-20  3.9505e-20  SNLS_z  
  54089.576  -1.1004e-20  2.6131e-20  SNLS_z  
  54095.557  5.323e-20    4.8295e-20  SNLS_z  
  54113.507  3.7206e-20   5.8631e-20  SNLS_z  
  54121.48   -2.1173e-21  3.2768e-20  SNLS_z  
  54126.488  -1.4699e-19  8.5646e-20  SNLS_z  
  54140.454  8.7386e-20   4.4597e-20  SNLS_z  
  54151.341  2.7375e-19   6.1688e-20  SNLS_z  
  54175.288  6.7593e-19   1.3643e-19  SNLS_z  
  54176.255  6.4271e-19   8.8363e-20  SNLS_z  
  54179.34   5.9803e-19   5.3512e-20  SNLS_z  
  54186.323  7.0054e-19   6.4189e-20  SNLS_z  
  54197.399  7.3293e-19   5.6679e-20  SNLS_z  
  54205.371  6.9911e-19   6.4428e-20  SNLS_z  
  54213.369  6.254e-19    6.8356e-20  SNLS_z  
  54230.263  4.7828e-19   7.0016e-20  SNLS_z  
